Time,TOD,Total (W),Phase_A (W),Phase_B (W),Phase_C (W),Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Holiday
2024-01-15 20:00:00,20:00:00,721.0,242.0,278.0,201.0,False,True,False,False,False,False,False,True
2024-01-15 21:00:00,21:00:00,795.0,318.0,274.0,203.0,False,True,False,False,False,False,False,True
2024-01-15 22:00:00,22:00:00,772.0,265.0,304.0,203.0,False,True,False,False,False,False,False,True
2024-01-15 23:00:00,23:00:00,875.0,380.0,291.0,204.0,False,True,False,False,False,False,False,True
2024-01-16 00:00:00,00:00:00,784.0,277.0,303.0,204.0,False,False,False,False,False,True,False,False
2024-01-16 01:00:00,01:00:00,761.0,257.0,300.0,204.0,False,False,False,False,False,True,False,False
2024-01-16 02:00:00,02:00:00,1795.0,517.0,1072.0,206.0,False,False,False,False,False,True,False,False
2024-01-16 03:00:00,03:00:00,779.0,261.0,312.0,206.0,False,False,False,False,False,True,False,False
2024-01-16 04:00:00,04:00:00,1146.0,439.0,504.0,203.0,False,False,False,False,False,True,False,False
2024-01-16 05:00:00,05:00:00,1082.0,558.0,321.0,203.0,False,False,False,False,False,True,False,False
2024-01-16 06:00:00,06:00:00,1100.0,598.0,301.0,201.0,False,False,False,False,False,True,False,False
2024-01-16 07:00:00,07:00:00,793.0,339.0,281.0,173.0,False,False,False,False,False,True,False,False
2024-01-16 08:00:00,08:00:00,815.0,424.0,259.0,132.0,False,False,False,False,False,True,False,False
2024-01-16 09:00:00,09:00:00,933.0,556.0,255.0,122.0,False,False,False,False,False,True,False,False
2024-01-16 10:00:00,10:00:00,1427.0,823.0,452.0,152.0,False,False,False,False,False,True,False,False
2024-01-16 11:00:00,11:00:00,1261.0,774.0,333.0,154.0,False,False,False,False,False,True,False,False
2024-01-16 12:00:00,12:00:00,1290.0,872.0,293.0,125.0,False,False,False,False,False,True,False,False
2024-01-16 13:00:00,13:00:00,2715.0,755.0,1835.0,125.0,False,False,False,False,False,True,False,False
2024-01-16 14:00:00,14:00:00,1715.0,724.0,865.0,126.0,False,False,False,False,False,True,False,False
2024-01-16 15:00:00,15:00:00,1375.0,815.0,422.0,138.0,False,False,False,False,False,True,False,False
2024-01-16 16:00:00,16:00:00,971.0,590.0,251.0,130.0,False,False,False,False,False,True,False,False
2024-01-16 17:00:00,17:00:00,941.0,495.0,300.0,146.0,False,False,False,False,False,True,False,False
2024-01-16 18:00:00,18:00:00,810.0,273.0,330.0,207.0,False,False,False,False,False,True,False,False
2024-01-16 19:00:00,19:00:00,783.0,324.0,252.0,207.0,False,False,False,False,False,True,False,False
2024-01-16 20:00:00,20:00:00,763.0,264.0,290.0,209.0,False,False,False,False,False,True,False,False
2024-01-16 21:00:00,21:00:00,822.0,352.0,261.0,209.0,False,False,False,False,False,True,False,False
2024-01-16 22:00:00,22:00:00,825.0,261.0,355.0,209.0,False,False,False,False,False,True,False,False
2024-01-16 23:00:00,23:00:00,847.0,353.0,284.0,210.0,False,False,False,False,False,True,False,False
2024-01-17 00:00:00,00:00:00,1000.0,506.0,285.0,209.0,False,False,False,False,False,False,True,False
2024-01-17 01:00:00,01:00:00,1212.0,657.0,345.0,210.0,False,False,False,False,False,False,True,False
2024-01-17 02:00:00,02:00:00,1034.0,530.0,294.0,210.0,False,False,False,False,False,False,True,False
2024-01-17 03:00:00,03:00:00,916.0,368.0,338.0,210.0,False,False,False,False,False,False,True,False
2024-01-17 04:00:00,04:00:00,918.0,399.0,308.0,211.0,False,False,False,False,False,False,True,False
2024-01-17 05:00:00,05:00:00,1027.0,475.0,341.0,211.0,False,False,False,False,False,False,True,False
2024-01-17 06:00:00,06:00:00,897.0,401.0,288.0,208.0,False,False,False,False,False,False,True,False
2024-01-17 07:00:00,07:00:00,781.0,308.0,302.0,171.0,False,False,False,False,False,False,True,False
2024-01-17 08:00:00,08:00:00,873.0,472.0,262.0,139.0,False,False,False,False,False,False,True,False
2024-01-17 09:00:00,09:00:00,1363.0,883.0,352.0,128.0,False,False,False,False,False,False,True,False
2024-01-17 10:00:00,10:00:00,3357.0,1000.0,1158.0,1199.0,False,False,False,False,False,False,True,False
2024-01-17 11:00:00,11:00:00,2953.0,391.0,1289.0,1273.0,False,False,False,False,False,False,True,False
2024-01-17 12:00:00,12:00:00,2233.0,421.0,559.0,1253.0,False,False,False,False,False,False,True,False
2024-01-17 13:00:00,13:00:00,3093.0,363.0,1543.0,1187.0,False,False,False,False,False,False,True,False
2024-01-17 14:00:00,14:00:00,2857.0,380.0,1174.0,1303.0,False,False,False,False,False,False,True,False
2024-01-17 15:00:00,15:00:00,2082.0,380.0,523.0,1179.0,False,False,False,False,False,False,True,False
2024-01-17 16:00:00,16:00:00,711.0,291.0,317.0,103.0,False,False,False,False,False,False,True,False
2024-01-17 17:00:00,17:00:00,741.0,261.0,354.0,126.0,False,False,False,False,False,False,True,False
2024-01-17 18:00:00,18:00:00,906.0,242.0,484.0,180.0,False,False,False,False,False,False,True,False
2024-01-17 19:00:00,19:00:00,973.0,429.0,362.0,182.0,False,False,False,False,False,False,True,False
2024-01-17 20:00:00,20:00:00,1236.0,461.0,593.0,182.0,False,False,False,False,False,False,True,False
2024-01-17 21:00:00,21:00:00,887.0,429.0,275.0,183.0,False,False,False,False,False,False,True,False
2024-01-17 22:00:00,22:00:00,799.0,340.0,276.0,183.0,False,False,False,False,False,False,True,False
2024-01-17 23:00:00,23:00:00,856.0,395.0,278.0,183.0,False,False,False,False,False,False,True,False
2024-01-18 00:00:00,00:00:00,856.0,359.0,312.0,185.0,False,False,False,False,True,False,False,False
2024-01-18 01:00:00,01:00:00,1137.0,521.0,432.0,184.0,False,False,False,False,True,False,False,False
2024-01-18 02:00:00,02:00:00,1039.0,482.0,373.0,184.0,False,False,False,False,True,False,False,False
2024-01-18 03:00:00,03:00:00,941.0,366.0,390.0,185.0,False,False,False,False,True,False,False,False
2024-01-18 04:00:00,04:00:00,797.0,252.0,361.0,184.0,False,False,False,False,True,False,False,False
2024-01-18 05:00:00,05:00:00,717.0,245.0,288.0,184.0,False,False,False,False,True,False,False,False
2024-01-18 06:00:00,06:00:00,834.0,375.0,277.0,182.0,False,False,False,False,True,False,False,False
2024-01-18 07:00:00,07:00:00,946.0,255.0,545.0,146.0,False,False,False,False,True,False,False,False
2024-01-18 08:00:00,08:00:00,1479.0,899.0,468.0,112.0,False,False,False,False,True,False,False,False
2024-01-18 09:00:00,09:00:00,1245.0,253.0,890.0,102.0,False,False,False,False,True,False,False,False
2024-01-18 10:00:00,10:00:00,2739.0,825.0,1783.0,131.0,False,False,False,False,True,False,False,False
2024-01-18 11:00:00,11:00:00,2794.0,242.0,2177.0,375.0,False,False,False,False,True,False,False,False
2024-01-18 12:00:00,12:00:00,2136.0,478.0,1286.0,372.0,False,False,False,False,True,False,False,False
2024-01-18 13:00:00,13:00:00,1942.0,362.0,1227.0,353.0,False,False,False,False,True,False,False,False
2024-01-18 14:00:00,14:00:00,994.0,353.0,360.0,281.0,False,False,False,False,True,False,False,False
2024-01-18 15:00:00,15:00:00,1116.0,555.0,434.0,127.0,False,False,False,False,True,False,False,False
2024-01-18 16:00:00,16:00:00,673.0,301.0,269.0,103.0,False,False,False,False,True,False,False,False
2024-01-18 17:00:00,17:00:00,646.0,255.0,267.0,124.0,False,False,False,False,True,False,False,False
2024-01-18 18:00:00,18:00:00,733.0,221.0,320.0,192.0,False,False,False,False,True,False,False,False
2024-01-18 19:00:00,19:00:00,1027.0,370.0,476.0,181.0,False,False,False,False,True,False,False,False
2024-01-18 20:00:00,20:00:00,883.0,450.0,250.0,183.0,False,False,False,False,True,False,False,False
2024-01-18 21:00:00,21:00:00,795.0,257.0,354.0,184.0,False,False,False,False,True,False,False,False
2024-01-18 22:00:00,22:00:00,707.0,230.0,293.0,184.0,False,False,False,False,True,False,False,False
2024-01-18 23:00:00,23:00:00,1082.0,265.0,634.0,183.0,False,False,False,False,True,False,False,False
2024-01-19 00:00:00,00:00:00,700.0,235.0,281.0,184.0,True,False,False,False,False,False,False,False
2024-01-19 01:00:00,01:00:00,887.0,397.0,307.0,183.0,True,False,False,False,False,False,False,False
2024-01-19 02:00:00,02:00:00,861.0,385.0,292.0,184.0,True,False,False,False,False,False,False,False
2024-01-19 03:00:00,03:00:00,1060.0,503.0,372.0,185.0,True,False,False,False,False,False,False,False
2024-01-19 04:00:00,04:00:00,840.0,382.0,274.0,184.0,True,False,False,False,False,False,False,False
2024-01-19 05:00:00,05:00:00,1105.0,455.0,467.0,183.0,True,False,False,False,False,False,False,False
2024-01-19 06:00:00,06:00:00,851.0,341.0,327.0,183.0,True,False,False,False,False,False,False,False
2024-01-19 07:00:00,07:00:00,860.0,448.0,260.0,152.0,True,False,False,False,False,False,False,False
2024-01-19 08:00:00,08:00:00,654.0,301.0,241.0,112.0,True,False,False,False,False,False,False,False
2024-01-19 09:00:00,09:00:00,773.0,327.0,341.0,105.0,True,False,False,False,False,False,False,False
2024-01-19 10:00:00,10:00:00,3386.0,915.0,1183.0,1288.0,True,False,False,False,False,False,False,False
2024-01-19 11:00:00,11:00:00,2914.0,399.0,1175.0,1340.0,True,False,False,False,False,False,False,False
2024-01-19 12:00:00,12:00:00,1299.0,295.0,514.0,490.0,True,False,False,False,False,False,False,False
2024-01-19 13:00:00,13:00:00,1421.0,475.0,410.0,536.0,True,False,False,False,False,False,False,False
2024-01-19 14:00:00,14:00:00,1878.0,857.0,478.0,543.0,True,False,False,False,False,False,False,False
2024-01-19 15:00:00,15:00:00,2789.0,917.0,610.0,1262.0,True,False,False,False,False,False,False,False
2024-01-19 16:00:00,16:00:00,1088.0,409.0,574.0,105.0,True,False,False,False,False,False,False,False
2024-01-19 17:00:00,17:00:00,527.0,110.0,291.0,126.0,True,False,False,False,False,False,False,False
2024-01-19 18:00:00,18:00:00,764.0,213.0,372.0,179.0,True,False,False,False,False,False,False,False
2024-01-19 19:00:00,19:00:00,881.0,412.0,288.0,181.0,True,False,False,False,False,False,False,False
2024-01-19 20:00:00,20:00:00,772.0,317.0,273.0,182.0,True,False,False,False,False,False,False,False
2024-01-19 21:00:00,21:00:00,1025.0,418.0,424.0,183.0,True,False,False,False,False,False,False,False
2024-01-19 22:00:00,22:00:00,1107.0,309.0,615.0,183.0,True,False,False,False,False,False,False,False
2024-01-19 23:00:00,23:00:00,777.0,67.0,527.0,183.0,True,False,False,False,False,False,False,False
2024-01-20 00:00:00,00:00:00,706.0,241.0,280.0,185.0,False,False,True,False,False,False,False,True
2024-01-20 01:00:00,01:00:00,532.0,68.0,279.0,185.0,False,False,True,False,False,False,False,True
2024-01-20 02:00:00,02:00:00,823.0,362.0,277.0,184.0,False,False,True,False,False,False,False,True
2024-01-20 03:00:00,03:00:00,664.0,195.0,285.0,184.0,False,False,True,False,False,False,False,True
2024-01-20 04:00:00,04:00:00,683.0,187.0,310.0,186.0,False,False,True,False,False,False,False,True
2024-01-20 05:00:00,05:00:00,911.0,409.0,319.0,183.0,False,False,True,False,False,False,False,True
2024-01-20 06:00:00,06:00:00,648.0,174.0,290.0,184.0,False,False,True,False,False,False,False,True
2024-01-20 07:00:00,07:00:00,769.0,325.0,273.0,171.0,False,False,True,False,False,False,False,True
2024-01-20 08:00:00,08:00:00,556.0,170.0,274.0,112.0,False,False,True,False,False,False,False,True
2024-01-20 09:00:00,09:00:00,941.0,528.0,309.0,104.0,False,False,True,False,False,False,False,True
2024-01-20 10:00:00,10:00:00,759.0,389.0,266.0,104.0,False,False,True,False,False,False,False,True
2024-01-20 11:00:00,11:00:00,780.0,410.0,267.0,103.0,False,False,True,False,False,False,False,True
2024-01-20 12:00:00,12:00:00,542.0,169.0,269.0,104.0,False,False,True,False,False,False,False,True
2024-01-20 13:00:00,13:00:00,878.0,418.0,356.0,104.0,False,False,True,False,False,False,False,True
2024-01-20 14:00:00,14:00:00,635.0,191.0,338.0,106.0,False,False,True,False,False,False,False,True
2024-01-20 15:00:00,15:00:00,764.0,305.0,354.0,105.0,False,False,True,False,False,False,False,True
2024-01-20 16:00:00,16:00:00,518.0,98.0,316.0,104.0,False,False,True,False,False,False,False,True
2024-01-20 17:00:00,17:00:00,865.0,384.0,352.0,129.0,False,False,True,False,False,False,False,True
2024-01-20 18:00:00,18:00:00,724.0,281.0,263.0,180.0,False,False,True,False,False,False,False,True
2024-01-20 19:00:00,19:00:00,738.0,167.0,388.0,183.0,False,False,True,False,False,False,False,True
2024-01-20 20:00:00,20:00:00,525.0,67.0,275.0,183.0,False,False,True,False,False,False,False,True
2024-01-20 21:00:00,21:00:00,560.0,68.0,310.0,182.0,False,False,True,False,False,False,False,True
2024-01-20 22:00:00,22:00:00,636.0,176.0,277.0,183.0,False,False,True,False,False,False,False,True
2024-01-20 23:00:00,23:00:00,679.0,200.0,295.0,184.0,False,False,True,False,False,False,False,True
2024-01-21 00:00:00,00:00:00,544.0,70.0,290.0,184.0,False,False,False,True,False,False,False,False
2024-01-21 01:00:00,01:00:00,755.0,73.0,498.0,184.0,False,False,False,True,False,False,False,False
2024-01-21 02:00:00,02:00:00,850.0,244.0,421.0,185.0,False,False,False,True,False,False,False,False
2024-01-21 03:00:00,03:00:00,567.0,79.0,302.0,186.0,False,False,False,True,False,False,False,False
2024-01-21 04:00:00,04:00:00,730.0,217.0,327.0,186.0,False,False,False,True,False,False,False,False
2024-01-21 05:00:00,05:00:00,1111.0,566.0,360.0,185.0,False,False,False,True,False,False,False,False
2024-01-21 06:00:00,06:00:00,627.0,179.0,264.0,184.0,False,False,False,True,False,False,False,False
2024-01-21 07:00:00,07:00:00,586.0,178.0,256.0,152.0,False,False,False,True,False,False,False,False
2024-01-21 08:00:00,08:00:00,748.0,379.0,256.0,113.0,False,False,False,True,False,False,False,False
2024-01-21 09:00:00,09:00:00,664.0,270.0,292.0,102.0,False,False,False,True,False,False,False,False
2024-01-21 10:00:00,10:00:00,1814.0,734.0,947.0,133.0,False,False,False,True,False,False,False,False
2024-01-21 11:00:00,11:00:00,773.0,407.0,236.0,130.0,False,False,False,True,False,False,False,False
2024-01-21 12:00:00,12:00:00,1444.0,720.0,589.0,135.0,False,False,False,True,False,False,False,False
2024-01-21 13:00:00,13:00:00,1400.0,655.0,614.0,131.0,False,False,False,True,False,False,False,False
2024-01-21 14:00:00,14:00:00,1261.0,541.0,603.0,117.0,False,False,False,True,False,False,False,False
2024-01-21 15:00:00,15:00:00,1658.0,759.0,769.0,130.0,False,False,False,True,False,False,False,False
2024-01-21 16:00:00,16:00:00,656.0,311.0,241.0,104.0,False,False,False,True,False,False,False,False
2024-01-21 17:00:00,17:00:00,585.0,202.0,263.0,120.0,False,False,False,True,False,False,False,False
2024-01-21 18:00:00,18:00:00,914.0,423.0,312.0,179.0,False,False,False,True,False,False,False,False
2024-01-21 19:00:00,19:00:00,598.0,165.0,254.0,179.0,False,False,False,True,False,False,False,False
2024-01-21 20:00:00,20:00:00,708.0,267.0,260.0,181.0,False,False,False,True,False,False,False,False
2024-01-21 21:00:00,21:00:00,927.0,293.0,452.0,182.0,False,False,False,True,False,False,False,False
2024-01-21 22:00:00,22:00:00,832.0,384.0,265.0,183.0,False,False,False,True,False,False,False,False
2024-01-21 23:00:00,23:00:00,631.0,175.0,272.0,184.0,False,False,False,True,False,False,False,False
2024-01-22 00:00:00,00:00:00,872.0,409.0,278.0,185.0,False,True,False,False,False,False,False,False
2024-01-22 01:00:00,01:00:00,708.0,72.0,452.0,184.0,False,True,False,False,False,False,False,False
2024-01-22 02:00:00,02:00:00,973.0,77.0,713.0,183.0,False,True,False,False,False,False,False,False
2024-01-22 03:00:00,03:00:00,786.0,341.0,262.0,183.0,False,True,False,False,False,False,False,False
2024-01-22 04:00:00,04:00:00,683.0,238.0,262.0,183.0,False,True,False,False,False,False,False,False
2024-01-22 05:00:00,05:00:00,519.0,71.0,265.0,183.0,False,True,False,False,False,False,False,False
2024-01-22 06:00:00,06:00:00,538.0,103.0,253.0,182.0,False,True,False,False,False,False,False,False
2024-01-22 07:00:00,07:00:00,788.0,210.0,429.0,149.0,False,True,False,False,False,False,False,False
2024-01-22 08:00:00,08:00:00,410.0,67.0,231.0,112.0,False,True,False,False,False,False,False,False
2024-01-22 09:00:00,09:00:00,1275.0,416.0,757.0,102.0,False,True,False,False,False,False,False,False
2024-01-22 10:00:00,10:00:00,2321.0,164.0,1042.0,1115.0,False,True,False,False,False,False,False,False
2024-01-22 11:00:00,11:00:00,1982.0,333.0,553.0,1096.0,False,True,False,False,False,False,False,False
2024-01-22 12:00:00,12:00:00,1593.0,266.0,604.0,723.0,False,True,False,False,False,False,False,False
2024-01-22 13:00:00,13:00:00,4343.0,626.0,1133.0,2584.0,False,True,False,False,False,False,False,False
2024-01-22 14:00:00,14:00:00,2671.0,217.0,1029.0,1425.0,False,True,False,False,False,False,False,False
2024-01-22 15:00:00,15:00:00,1475.0,354.0,288.0,833.0,False,True,False,False,False,False,False,False
2024-01-22 16:00:00,16:00:00,636.0,279.0,248.0,109.0,False,True,False,False,False,False,False,False
2024-01-22 17:00:00,17:00:00,660.0,287.0,245.0,128.0,False,True,False,False,False,False,False,False
2024-01-22 18:00:00,18:00:00,913.0,394.0,332.0,187.0,False,True,False,False,False,False,False,False
2024-01-22 19:00:00,19:00:00,820.0,263.0,370.0,187.0,False,True,False,False,False,False,False,False
2024-01-22 20:00:00,20:00:00,686.0,194.0,304.0,188.0,False,True,False,False,False,False,False,False
2024-01-22 21:00:00,21:00:00,965.0,513.0,264.0,188.0,False,True,False,False,False,False,False,False
2024-01-22 22:00:00,22:00:00,783.0,332.0,261.0,190.0,False,True,False,False,False,False,False,False
2024-01-22 23:00:00,23:00:00,730.0,282.0,258.0,190.0,False,True,False,False,False,False,False,False
2024-01-23 00:00:00,00:00:00,772.0,224.0,358.0,190.0,False,False,False,False,False,True,False,False
2024-01-23 01:00:00,01:00:00,835.0,369.0,276.0,190.0,False,False,False,False,False,True,False,False
2024-01-23 02:00:00,02:00:00,656.0,116.0,350.0,190.0,False,False,False,False,False,True,False,False
2024-01-23 03:00:00,03:00:00,666.0,197.0,279.0,190.0,False,False,False,False,False,True,False,False
2024-01-23 04:00:00,04:00:00,1005.0,540.0,275.0,190.0,False,False,False,False,False,True,False,False
2024-01-23 05:00:00,05:00:00,697.0,214.0,293.0,190.0,False,False,False,False,False,True,False,False
2024-01-23 06:00:00,06:00:00,1201.0,73.0,939.0,189.0,False,False,False,False,False,True,False,False
2024-01-23 07:00:00,07:00:00,681.0,188.0,343.0,150.0,False,False,False,False,False,True,False,False
